,muni_name,cod_ibge_muni,uf_muni,Number of paths covered,City coverage(%),MoH sentinel
477,Colônia do Gurguéia,2202752,Piauí,271,0.00309,0
478,Colônia do Piauí,2202778,Piauí,2575,0.02933,0
479,Coronel José Dias,2202851,Piauí,472,0.00538,0
480,Corrente,2202901,Piauí,10006,0.11396,0
481,Cristino Castro,2203107,Piauí,1105,0.01259,0
482,Curimatá,2203206,Piauí,2157,0.02457,0
483,Demerval Lobão,2203305,Piauí,2328,0.02651,0
484,Dirceu Arcoverde,2203354,Piauí,135,0.00154,0
485,Dom Expedito Lopes,2203404,Piauí,585,0.00666,0
486,Elesbão Veloso,2203503,Piauí,792,0.00902,0
487,Eliseu Martins,2203602,Piauí,141,0.00161,0
488,Esperantina,2203701,Piauí,494,0.00563,0
489,Flores do Piauí,2203800,Piauí,12,0.00014,0
490,Floriano,2203909,Piauí,23577,0.26853,0
491,Francinópolis,2204006,Piauí,124,0.00141,0
492,Francisco Macedo,2204154,Piauí,78,0.00089,0
493,Fronteiras,2204303,Piauí,215,0.00245,0
494,Geminiano,2204352,Piauí,2035,0.02318,0
495,Gilbués,2204402,Piauí,296,0.00337,0
496,Inhuma,2204709,Piauí,513,0.00584,0
497,Ipiranga do Piauí,2204808,Piauí,26,0.0003,0
498,Isaías Coelho,2204907,Piauí,106,0.00121,0
499,Itainópolis,2205003,Piauí,217,0.00247,0
500,Itaueira,2205102,Piauí,926,0.01055,0
501,Jacobina do Piauí,2205151,Piauí,760,0.00866,0
502,Jaicós,2205201,Piauí,651,0.00741,0
503,Jardim do Mulato,2205250,Piauí,8,9e-05,0
504,Jerumenha,2205300,Piauí,275,0.00313,0
505,José de Freitas,2205508,Piauí,537,0.00612,0
506,Lagoa do Barro do Piauí,2205565,Piauí,20,0.00023,0
507,Lagoa do Piauí,2205581,Piauí,322,0.00367,0
508,Luís Correia,2205706,Piauí,35,0.0004,0
509,Luzilândia,2205805,Piauí,364,0.00415,0
510,Madeiro,2205854,Piauí,106,0.00121,0
511,Marcolândia,2205953,Piauí,2114,0.02408,0
512,Matias Olímpio,2206100,Piauí,33,0.00038,0
513,Miguel Alves,2206209,Piauí,288,0.00328,0
514,Monsenhor Gil,2206407,Piauí,277,0.00315,0
515,Monsenhor Hipólito,2206506,Piauí,28,0.00032,0
516,Monte Alegre do Piauí,2206605,Piauí,57,0.00065,0
517,Morro do Chapéu do Piauí,2206670,Piauí,155,0.00177,0
518,Nazaré do Piauí,2206704,Piauí,42,0.00048,0
519,Nazária,2206720,Piauí,93,0.00106,0
520,Nossa Senhora dos Remédios,2206803,Piauí,38,0.00043,0
521,Oeiras,2207009,Piauí,8946,0.10189,0
522,Paes Landim,2207306,Piauí,1480,0.01686,0
523,Palmeirais,2207504,Piauí,32,0.00036,0
524,Parnaguá,2207603,Piauí,2,2e-05,0
525,Parnaíba,2207702,Piauí,8149,0.09281,0
526,Passagem Franca do Piauí,2207751,Piauí,137,0.00156,0
527,Patos do Piauí,2207777,Piauí,100,0.00114,0
528,Paulistana,2207801,Piauí,1450,0.01651,0
529,Pedro II,2207900,Piauí,1458,0.01661,0
530,Pedro Laurentino,2207934,Piauí,8,9e-05,0
531,Picos,2208007,Piauí,53851,0.61333,0
532,Piracuruca,2208304,Piauí,1584,0.01804,0
533,Piripiri,2208403,Piauí,3239,0.03689,0
534,Porto,2208502,Piauí,34,0.00039,0
535,Queimada Nova,2208650,Piauí,79,0.0009,0
536,Redenção do Gurguéia,2208700,Piauí,95,0.00108,0
537,Regeneração,2208809,Piauí,31,0.00035,0
538,Ribeiro Gonçalves,2208908,Piauí,2,2e-05,0
539,Santa Cruz dos Milagres,2209153,Piauí,2,2e-05,0
540,Santa Rosa do Piauí,2209377,Piauí,274,0.00312,0
541,Santo Antônio de Lisboa,2209401,Piauí,5,6e-05,0
542,Santo Antônio dos Milagres,2209450,Piauí,72,0.00082,0
543,Santo Inácio do Piauí,2209500,Piauí,210,0.00239,0
544,São Braz do Piauí,2209559,Piauí,30,0.00034,0
545,São Félix do Piauí,2209609,Piauí,2,2e-05,0
546,São Francisco de Assis do Piauí,2209658,Piauí,1,1e-05,0
547,São Francisco do Piauí,2209708,Piauí,150,0.00171,0
548,São Gonçalo do Gurguéia,2209757,Piauí,2,2e-05,0
549,São Gonçalo do Piauí,2209807,Piauí,71,0.00081,0
550,São João da Canabrava,2209856,Piauí,24,0.00027,0
551,São João do Piauí,2210003,Piauí,3886,0.04426,0
552,São Lourenço do Piauí,2210359,Piauí,488,0.00556,0
553,São Miguel do Tapuio,2210409,Piauí,2,2e-05,0
554,São Pedro do Piauí,2210508,Piauí,321,0.00366,0
555,São Raimundo Nonato,2210607,Piauí,10083,0.11484,0
556,Sebastião Leal,2210631,Piauí,1,1e-05,0
557,Simões,2210706,Piauí,460,0.00524,0
558,Simplício Mendes,2210805,Piauí,3618,0.04121,0
559,Sussuapara,2210938,Piauí,48,0.00055,0
560,Tanque do Piauí,2210979,Piauí,23,0.00026,0
561,Teresina,2211001,Piauí,111915,1.27465,1
562,União,2211100,Piauí,13,0.00015,0
563,Uruçuí,2211209,Piauí,63,0.00072,0
564,Valença do Piauí,2211308,Piauí,2981,0.03395,0
565,Várzea Branca,2211357,Piauí,26,0.0003,0
566,Várzea Grande,2211407,Piauí,5,6e-05,0
567,Vera Mendes,2211506,Piauí,19,0.00022,0
568,Vila Nova do Piauí,2211605,Piauí,151,0.00172,0
569,Acarape,2300150,Ceará,1304,0.01485,0
570,Acaraú,2300200,Ceará,1161,0.01322,0
571,Acopiara,2300309,Ceará,3535,0.04026,0
572,Aiuaba,2300408,Ceará,160,0.00182,0
573,Altaneira,2300606,Ceará,1,1e-05,0
574,Alto Santo,2300705,Ceará,1763,0.02008,0
575,Amontada,2300754,Ceará,240,0.00273,0
576,Antonina do Norte,2300804,Ceará,635,0.00723,0
577,Apuiarés,2300903,Ceará,1548,0.01763,0
578,Aquiraz,2301000,Ceará,65,0.00074,0
579,Aracati,2301109,Ceará,5619,0.064,0
580,Aracoiaba,2301208,Ceará,20,0.00023,0
581,Ararendá,2301257,Ceará,17,0.00019,0
582,Araripe,2301307,Ceará,997,0.01136,0
583,Aratuba,2301406,Ceará,836,0.00952,0
584,Arneiroz,2301505,Ceará,11,0.00013,0
585,Assaré,2301604,Ceará,334,0.0038,0
586,Aurora,2301703,Ceará,95,0.00108,0
587,Baixio,2301802,Ceará,44,0.0005,0
588,Banabuiú,2301851,Ceará,528,0.00601,0
589,Barbalha,2301901,Ceará,2820,0.03212,0
590,Barreira,2301950,Ceará,157,0.00179,0
591,Barro,2302008,Ceará,7341,0.08361,0
592,Barroquinha,2302057,Ceará,89,0.00101,0
593,Baturité,2302107,Ceará,17,0.00019,0
594,Beberibe,2302206,Ceará,283,0.00322,0
595,Boa Viagem,2302404,Ceará,706,0.00804,0
596,Brejo Santo,2302503,Ceará,6444,0.07339,0
597,Camocim,2302602,Ceará,287,0.00327,0
598,Campos Sales,2302701,Ceará,1150,0.0131,0
599,Canindé,2302800,Ceará,3903,0.04445,0
600,Capistrano,2302909,Ceará,2,2e-05,0
601,Caridade,2303006,Ceará,47,0.00054,0
602,Cariré,2303105,Ceará,507,0.00577,0
603,Caririaçu,2303204,Ceará,5,6e-05,0
604,Cariús,2303303,Ceará,15,0.00017,0
605,Carnaubal,2303402,Ceará,461,0.00525,0
606,Cascavel,2303501,Ceará,1445,0.01646,0
607,Catunda,2303659,Ceará,39,0.00044,0
608,Caucaia,2303709,Ceará,101,0.00115,1
609,Cedro,2303808,Ceará,228,0.0026,0
610,Chaval,2303907,Ceará,27,0.00031,0
611,Chorozinho,2303956,Ceará,812,0.00925,0
612,Coreaú,2304004,Ceará,23,0.00026,0
613,Crateús,2304103,Ceará,6620,0.0754,0
614,Crato,2304202,Ceará,12353,0.14069,0
615,Croatá,2304236,Ceará,27,0.00031,0
616,Cruz,2304251,Ceará,3962,0.04513,0
617,Ererê,2304277,Ceará,91,0.00104,0
618,Farias Brito,2304301,Ceará,6,7e-05,0
619,Forquilha,2304350,Ceará,1375,0.01566,0
620,Fortaleza,2304400,Ceará,165327,1.88299,1
621,Fortim,2304459,Ceará,79,0.0009,0
622,Frecheirinha,2304509,Ceará,57,0.00065,0
623,General Sampaio,2304608,Ceará,69,0.00079,0
624,Graça,2304657,Ceará,31,0.00035,0
625,Granja,2304707,Ceará,55,0.00063,0
626,Guaiúba,2304954,Ceará,1421,0.01618,0
627,Guaraciaba do Norte,2305001,Ceará,182,0.00207,0
628,Guaramiranga,2305100,Ceará,17,0.00019,0
629,Horizonte,2305233,Ceará,758,0.00863,0
630,Ibaretama,2305266,Ceará,480,0.00547,0
631,Ibiapina,2305308,Ceará,180,0.00205,0
632,Icapuí,2305357,Ceará,325,0.0037,0
633,Icó,2305407,Ceará,3510,0.03998,0
634,Iguatu,2305506,Ceará,6284,0.07157,0
635,Ipaporanga,2305654,Ceará,7,8e-05,0
636,Ipaumirim,2305704,Ceará,30,0.00034,0
637,Ipu,2305803,Ceará,1064,0.01212,0
638,Ipueiras,2305902,Ceará,56,0.00064,0
639,Iracema,2306009,Ceará,60,0.00068,0
640,Irauçuba,2306108,Ceará,33,0.00038,0
641,Itaiçaba,2306207,Ceará,59,0.00067,0
642,Itapajé,2306306,Ceará,1092,0.01244,0
643,Itapipoca,2306405,Ceará,111,0.00126,0
644,Jaguaribara,2306801,Ceará,23,0.00026,0
645,Jaguaribe,2306900,Ceará,965,0.01099,0
646,Jaguaruana,2307007,Ceará,6,7e-05,0
647,Jardim,2307106,Ceará,15,0.00017,0
648,Jati,2307205,Ceará,25,0.00028,0
649,Juazeiro do Norte,2307304,Ceará,14477,0.16489,1
650,Jucás,2307403,Ceará,8,9e-05,0
651,Lavras da Mangabeira,2307502,Ceará,5,6e-05,0
652,Limoeiro do Norte,2307601,Ceará,766,0.00872,1
653,Madalena,2307635,Ceará,3,3e-05,0
654,Maranguape,2307700,Ceará,6,7e-05,0
655,Marco,2307809,Ceará,1,1e-05,0
656,Massapê,2308005,Ceará,353,0.00402,0
657,Milagres,2308302,Ceará,2045,0.02329,0
658,Milhã,2308351,Ceará,72,0.00082,0
659,Missão Velha,2308401,Ceará,600,0.00683,0
660,Mombaça,2308500,Ceará,228,0.0026,0
661,Morada Nova,2308708,Ceará,82,0.00093,0
662,Morrinhos,2308906,Ceará,5,6e-05,0
663,Mucambo,2309003,Ceará,18,0.00021,0
664,Nova Olinda,2309201,Ceará,123,0.0014,0
665,Nova Russas,2309300,Ceará,548,0.00624,0
666,Novo Oriente,2309409,Ceará,18,0.00021,0
667,Pacajus,2309607,Ceará,2255,0.02568,0
668,Pacoti,2309805,Ceará,9,0.0001,0
669,Pacujá,2309904,Ceará,9,0.0001,0
670,Palmácia,2310100,Ceará,5,6e-05,0
671,Paracuru,2310209,Ceará,29,0.00033,0
672,Parambu,2310308,Ceará,2,2e-05,0
673,Pedra Branca,2310506,Ceará,31,0.00035,0
674,Pentecoste,2310704,Ceará,10,0.00011,0
675,Pereiro,2310803,Ceará,229,0.00261,0
676,Poranga,2311009,Ceará,2,2e-05,0
677,Potengi,2311207,Ceará,3,3e-05,0
678,Quiterianópolis,2311264,Ceará,6,7e-05,0
679,Quixadá,2311306,Ceará,1547,0.01762,0
680,Quixeramobim,2311405,Ceará,120,0.00137,1
681,Quixeré,2311504,Ceará,71,0.00081,0
682,Redenção,2311603,Ceará,2,2e-05,0
683,Reriutaba,2311702,Ceará,2,2e-05,0
684,Russas,2311801,Ceará,775,0.00883,0
685,Santana do Acaraú,2312007,Ceará,12,0.00014,0
686,Santa Quitéria,2312205,Ceará,63,0.00072,0
687,São Benedito,2312304,Ceará,401,0.00457,0
688,São Gonçalo do Amarante,2312403,Ceará,41,0.00047,0
689,São Luís do Curu,2312601,Ceará,85,0.00097,0
690,Senador Pompeu,2312700,Ceará,79,0.0009,0
691,Sobral,2312908,Ceará,18388,0.20943,1
692,Solonópole,2313005,Ceará,14,0.00016,0
693,Tabuleiro do Norte,2313104,Ceará,211,0.0024,0
694,Tamboril,2313203,Ceará,247,0.00281,0
695,Tauá,2313302,Ceará,703,0.00801,0
696,Tianguá,2313401,Ceará,794,0.00904,0
697,Tururu,2313559,Ceará,8,9e-05,0
698,Ubajara,2313609,Ceará,104,0.00118,0
699,Umari,2313708,Ceará,241,0.00274,0
700,Umirim,2313757,Ceará,38,0.00043,0
701,Várzea Alegre,2314003,Ceará,166,0.00189,0
702,Acari,2400109,Rio Grande do Norte,1227,0.01397,0
703,Açu,2400208,Rio Grande do Norte,11663,0.13284,0
704,Alexandria,2400505,Rio Grande do Norte,1346,0.01533,0
705,Almino Afonso,2400604,Rio Grande do Norte,5,6e-05,0
706,Alto do Rodrigues,2400703,Rio Grande do Norte,297,0.00338,0
707,Angicos,2400802,Rio Grande do Norte,335,0.00382,0
708,Apodi,2401008,Rio Grande do Norte,959,0.01092,0
709,Areia Branca,2401107,Rio Grande do Norte,159,0.00181,0
710,Arês,2401206,Rio Grande do Norte,90,0.00103,0
711,Augusto Severo,2401305,Rio Grande do Norte,4,5e-05,0
712,Baía Formosa,2401404,Rio Grande do Norte,1,1e-05,0
713,Baraúna,2401453,Rio Grande do Norte,1,1e-05,0
714,Bento Fernandes,2401602,Rio Grande do Norte,69,0.00079,0
715,Bom Jesus,2401701,Rio Grande do Norte,34,0.00039,0
716,Brejinho,2401800,Rio Grande do Norte,598,0.00681,0
717,Caiçara do Norte,2401859,Rio Grande do Norte,318,0.00362,0
718,Caiçara do Rio do Vento,2401909,Rio Grande do Norte,2631,0.02997,0
719,Caicó,2402006,Rio Grande do Norte,14267,0.16249,0
720,Canguaretama,2402204,Rio Grande do Norte,2363,0.02691,0
721,Caraúbas,2402303,Rio Grande do Norte,159,0.00181,0
722,Ceará-Mirim,2402600,Rio Grande do Norte,3185,0.03628,0
723,Coronel Ezequiel,2402808,Rio Grande do Norte,8,9e-05,0
724,Cruzeta,2403004,Rio Grande do Norte,26,0.0003,0
725,Currais Novos,2403103,Rio Grande do Norte,2556,0.02911,0
726,Parnamirim,2403251,Rio Grande do Norte,22639,0.25785,0
727,Equador,2403400,Rio Grande do Norte,3,3e-05,0
728,Espírito Santo,2403509,Rio Grande do Norte,111,0.00126,0
729,Florânia,2403806,Rio Grande do Norte,79,0.0009,0
730,Galinhos,2404101,Rio Grande do Norte,23,0.00026,0
731,Goianinha,2404200,Rio Grande do Norte,1427,0.01625,0
732,Grossos,2404408,Rio Grande do Norte,4,5e-05,0
733,Guamaré,2404507,Rio Grande do Norte,20,0.00023,0
734,Ipanguaçu,2404705,Rio Grande do Norte,16,0.00018,0
735,Itaú,2404903,Rio Grande do Norte,70,0.0008,0
736,Jaçanã,2405009,Rio Grande do Norte,15,0.00017,0
737,Jandaíra,2405108,Rio Grande do Norte,44,0.0005,0
738,Jardim de Piranhas,2405603,Rio Grande do Norte,20,0.00023,0
739,Jardim do Seridó,2405702,Rio Grande do Norte,10,0.00011,0
740,João Câmara,2405801,Rio Grande do Norte,1326,0.0151,0
741,Jucurutu,2406106,Rio Grande do Norte,285,0.00325,0
742,Jundiá,2406155,Rio Grande do Norte,1,1e-05,0
743,Lagoa de Pedras,2406304,Rio Grande do Norte,183,0.00208,0
744,Lagoa Salgada,2406601,Rio Grande do Norte,2,2e-05,0
745,Lajes,2406700,Rio Grande do Norte,1486,0.01692,0
746,Luís Gomes,2407005,Rio Grande do Norte,4,5e-05,0
747,Macaíba,2407104,Rio Grande do Norte,2160,0.0246,0
748,Macau,2407203,Rio Grande do Norte,572,0.00651,0
749,Major Sales,2407252,Rio Grande do Norte,4,5e-05,0
750,Monte Alegre,2407807,Rio Grande do Norte,31,0.00035,0
751,Mossoró,2408003,Rio Grande do Norte,41618,0.47401,0
752,Natal,2408102,Rio Grande do Norte,91494,1.04207,1
753,Nova Cruz,2408300,Rio Grande do Norte,2416,0.02752,0
754,Parelhas,2408904,Rio Grande do Norte,17,0.00019,0
755,Pau dos Ferros,2409407,Rio Grande do Norte,18538,0.21114,0
756,Pedro Velho,2409803,Rio Grande do Norte,1,1e-05,0
757,Pendências,2409902,Rio Grande do Norte,10,0.00011,0
758,Santa Cruz,2411205,Rio Grande do Norte,123,0.0014,0
759,Santo Antônio,2411502,Rio Grande do Norte,24,0.00027,0
760,São Francisco do Oeste,2411908,Rio Grande do Norte,22,0.00025,0
761,São Gonçalo do Amarante,2412005,Rio Grande do Norte,339,0.00386,0
762,São José de Mipibu,2412203,Rio Grande do Norte,55,0.00063,0
763,São Miguel,2412500,Rio Grande do Norte,1877,0.02138,0
764,São Vicente,2413003,Rio Grande do Norte,7,8e-05,0
765,Taboleiro Grande,2413805,Rio Grande do Norte,4,5e-05,0
766,Taipu,2413904,Rio Grande do Norte,17,0.00019,0
767,Tangará,2414001,Rio Grande do Norte,249,0.00284,0
768,Touros,2414407,Rio Grande do Norte,434,0.00494,0
769,Vera Cruz,2414803,Rio Grande do Norte,11,0.00013,0
770,Água Branca,2500106,Paraíba,2246,0.02558,0
771,Alagoa Grande,2500304,Paraíba,3555,0.04049,0
772,Alagoa Nova,2500403,Paraíba,3,3e-05,0
773,Alagoinha,2500502,Paraíba,605,0.00689,0
774,Alcantil,2500536,Paraíba,547,0.00623,0
775,Alhandra,2500601,Paraíba,687,0.00782,0
776,São João do Rio do Peixe,2500700,Paraíba,2506,0.02854,0
777,Aparecida,2500775,Paraíba,538,0.00613,0
778,Araçagi,2500809,Paraíba,136,0.00155,0
779,Arara,2500908,Paraíba,1076,0.01226,0
780,Araruna,2501005,Paraíba,112,0.00128,0
781,Areia,2501104,Paraíba,204,0.00232,0
782,Areia de Baraúnas,2501153,Paraíba,63,0.00072,0
783,Aroeiras,2501302,Paraíba,4,5e-05,0
784,Assunção,2501351,Paraíba,864,0.00984,0
785,Baía da Traição,2501401,Paraíba,38,0.00043,0
786,Bananeiras,2501500,Paraíba,2129,0.02425,0
787,Barra de Santana,2501575,Paraíba,607,0.00691,0
788,Barra de Santa Rosa,2501609,Paraíba,17,0.00019,0
789,Barra de São Miguel,2501708,Paraíba,5,6e-05,0
790,Belém,2501906,Paraíba,1720,0.01959,0
791,Belém do Brejo do Cruz,2502003,Paraíba,10,0.00011,0
792,Boa Ventura,2502102,Paraíba,2728,0.03107,0
793,Boa Vista,2502151,Paraíba,2907,0.03311,0
794,Bom Sucesso,2502300,Paraíba,11,0.00013,0
795,Bonito de Santa Fé,2502409,Paraíba,424,0.00483,0
796,Boqueirão,2502508,Paraíba,113,0.00129,0
797,Borborema,2502706,Paraíba,29,0.00033,0
798,Brejo do Cruz,2502805,Paraíba,220,0.00251,0
799,Brejo dos Santos,2502904,Paraíba,19,0.00022,0
800,Caaporã,2503001,Paraíba,89,0.00101,0
801,Cabaceiras,2503100,Paraíba,116,0.00132,0
802,Cacimba de Areia,2503407,Paraíba,10,0.00011,0
803,Cacimba de Dentro,2503506,Paraíba,15,0.00017,0
804,Cajazeiras,2503704,Paraíba,24517,0.27924,0
805,Cajazeirinhas,2503753,Paraíba,1,1e-05,0
806,Caldas Brandão,2503803,Paraíba,982,0.01118,0
807,Campina Grande,2504009,Paraíba,106784,1.21621,1
808,Caraúbas,2504074,Paraíba,1251,0.01425,0
809,Catingueira,2504207,Paraíba,563,0.00641,0
810,Catolé do Rocha,2504306,Paraíba,4879,0.05557,0
811,Conceição,2504405,Paraíba,2039,0.02322,0
812,Condado,2504504,Paraíba,112,0.00128,0
813,Congo,2504702,Paraíba,6,7e-05,0
814,Coremas,2504801,Paraíba,227,0.00259,0
815,Cruz do Espírito Santo,2504900,Paraíba,1712,0.0195,0
816,Cubati,2505006,Paraíba,1708,0.01945,0
817,Cuité,2505105,Paraíba,20,0.00023,0
818,Desterro,2505402,Paraíba,428,0.00487,0
819,Diamante,2505600,Paraíba,193,0.0022,0
820,Duas Estradas,2505808,Paraíba,13,0.00015,0
821,Esperança,2506004,Paraíba,1485,0.01691,0
822,Guarabira,2506301,Paraíba,8285,0.09436,0
823,Ibiara,2506608,Paraíba,90,0.00103,0
824,Imaculada,2506707,Paraíba,363,0.00413,0
825,Ingá,2506806,Paraíba,1181,0.01345,0
826,Itabaiana,2506905,Paraíba,3251,0.03703,0
827,Itaporanga,2507002,Paraíba,4337,0.0494,0
828,Itapororoca,2507101,Paraíba,32,0.00036,0
829,Jacaraú,2507309,Paraíba,1,1e-05,0
830,Jericó,2507408,Paraíba,176,0.002,0
831,João Pessoa,2507507,Paraíba,54151,0.61675,1
832,Juazeirinho,2507705,Paraíba,509,0.0058,0
833,Junco do Seridó,2507804,Paraíba,9,0.0001,0
834,Juripiranga,2507903,Paraíba,34,0.00039,0
835,Juru,2508000,Paraíba,99,0.00113,0
836,Lagoa de Dentro,2508208,Paraíba,3,3e-05,0
837,Lagoa Seca,2508307,Paraíba,127,0.00145,0
838,Malta,2508802,Paraíba,87,0.00099,0
839,Mamanguape,2508901,Paraíba,2402,0.02736,0
840,Manaíra,2509008,Paraíba,657,0.00748,0
841,Mari,2509107,Paraíba,934,0.01064,0
842,Marizópolis,2509156,Paraíba,11,0.00013,0
843,Massaranduba,2509206,Paraíba,6,7e-05,0
844,Maturéia,2509396,Paraíba,47,0.00054,0
845,Montadas,2509503,Paraíba,11,0.00013,0
846,Monte Horebe,2509602,Paraíba,13,0.00015,0
847,Monteiro,2509701,Paraíba,5877,0.06694,0
848,Mulungu,2509800,Paraíba,24,0.00027,0
849,Natuba,2509909,Paraíba,3,3e-05,0
850,Nova Floresta,2510105,Paraíba,4,5e-05,0
851,Nova Olinda,2510204,Paraíba,11,0.00013,0
852,Nova Palmeira,2510303,Paraíba,3,3e-05,0
853,Olho d'Água,2510402,Paraíba,3,3e-05,0
854,Ouro Velho,2510600,Paraíba,304,0.00346,0
855,Patos,2510808,Paraíba,43328,0.49348,0
856,Pedra Lavrada,2511103,Paraíba,160,0.00182,0
857,Piancó,2511301,Paraíba,185,0.00211,0
858,Picuí,2511400,Paraíba,786,0.00895,0
859,Pilar,2511509,Paraíba,72,0.00082,0
860,Pirpirituba,2511806,Paraíba,15,0.00017,0
861,Pitimbu,2511905,Paraíba,37,0.00042,0
862,Pocinhos,2512002,Paraíba,2,2e-05,0
863,Pombal,2512101,Paraíba,5973,0.06803,0
864,Prata,2512200,Paraíba,107,0.00122,0
865,Princesa Isabel,2512309,Paraíba,2811,0.03202,0
866,Queimadas,2512507,Paraíba,211,0.0024,0
867,Quixaba,2512606,Paraíba,9,0.0001,0
868,Remígio,2512705,Paraíba,163,0.00186,0
869,Riacho de Santo Antônio,2512788,Paraíba,3,3e-05,0
870,Rio Tinto,2512903,Paraíba,100,0.00114,0
871,Salgadinho,2513000,Paraíba,5,6e-05,0
872,Santa Cecília,2513158,Paraíba,946,0.01077,0
873,Santa Cruz,2513208,Paraíba,30,0.00034,0
874,Santa Luzia,2513406,Paraíba,24,0.00027,0
875,Santana dos Garrotes,2513604,Paraíba,5,6e-05,0
876,Santa Teresinha,2513802,Paraíba,13,0.00015,0
877,São Bento,2513901,Paraíba,107,0.00122,0
878,São Bentinho,2513927,Paraíba,9,0.0001,0
879,São Francisco,2513984,Paraíba,30,0.00034,0
880,São João do Cariri,2514008,Paraíba,7,8e-05,0
881,São João do Tigre,2514107,Paraíba,1,1e-05,0
882,São José de Caiana,2514305,Paraíba,48,0.00055,0
883,São José de Piranhas,2514503,Paraíba,1434,0.01633,0
884,São José de Princesa,2514552,Paraíba,3,3e-05,0
885,São José do Bonfim,2514602,Paraíba,56,0.00064,0
886,São Miguel de Taipu,2515005,Paraíba,19,0.00022,0
887,São Sebastião do Umbuzeiro,2515203,Paraíba,111,0.00126,0
888,Sapé,2515302,Paraíba,339,0.00386,0
889,São Vicente do Seridó,2515401,Paraíba,1,1e-05,0
890,Serra Branca,2515500,Paraíba,1650,0.01879,0
891,Serra Grande,2515708,Paraíba,3,3e-05,0
892,Serra Redonda,2515807,Paraíba,8,9e-05,0
893,Serraria,2515906,Paraíba,10,0.00011,0
894,Solânea,2516003,Paraíba,88,0.001,0
895,Soledade,2516102,Paraíba,2105,0.02397,0
896,Sousa,2516201,Paraíba,7802,0.08886,0
897,Sumé,2516300,Paraíba,2341,0.02666,0
898,Taperoá,2516508,Paraíba,65,0.00074,0
899,Tavares,2516607,Paraíba,9,0.0001,0
900,Teixeira,2516706,Paraíba,161,0.00183,0
901,Triunfo,2516805,Paraíba,2,2e-05,0
902,Uiraúna,2516904,Paraíba,4013,0.04571,0
903,Umbuzeiro,2517001,Paraíba,3054,0.03478,0
904,Zabelê,2517407,Paraíba,33,0.00038,0
905,Afogados da Ingazeira,2600104,Pernambuco,3325,0.03787,1
906,Afrânio,2600203,Pernambuco,57,0.00065,0
907,Agrestina,2600302,Pernambuco,1684,0.01918,0
908,Água Preta,2600401,Pernambuco,1541,0.01755,0
909,Águas Belas,2600500,Pernambuco,1597,0.01819,0
910,Alagoinha,2600609,Pernambuco,283,0.00322,0
911,Aliança,2600708,Pernambuco,1383,0.01575,0
912,Altinho,2600807,Pernambuco,1,1e-05,0
913,Amaraji,2600906,Pernambuco,200,0.00228,0
914,Angelim,2601003,Pernambuco,101,0.00115,0
915,Araripina,2601102,Pernambuco,2094,0.02385,0
916,Arcoverde,2601201,Pernambuco,13962,0.15902,1
917,Barra de Guabiraba,2601300,Pernambuco,122,0.00139,0
918,Barreiros,2601409,Pernambuco,1696,0.01932,0
919,Belém de Maria,2601508,Pernambuco,534,0.00608,0
920,Belém do São Francisco,2601607,Pernambuco,292,0.00333,0
921,Belo Jardim,2601706,Pernambuco,2823,0.03215,0
922,Bezerros,2601904,Pernambuco,2372,0.02702,0
923,Bodocó,2602001,Pernambuco,67,0.00076,0
924,Bom Conselho,2602100,Pernambuco,1548,0.01763,0
925,Bom Jardim,2602209,Pernambuco,10,0.00011,0
926,Bonito,2602308,Pernambuco,38,0.00043,0
927,Brejão,2602407,Pernambuco,12,0.00014,0
928,Brejo da Madre de Deus,2602605,Pernambuco,19,0.00022,0
929,Buenos Aires,2602704,Pernambuco,68,0.00077,0
930,Buíque,2602803,Pernambuco,141,0.00161,0
931,Cabo de Santo Agostinho,2602902,Pernambuco,2151,0.0245,0
932,Cabrobó,2603009,Pernambuco,2226,0.02535,0
933,Caetés,2603207,Pernambuco,3,3e-05,0
934,Calumbi,2603405,Pernambuco,7,8e-05,0
935,Camaragibe,2603454,Pernambuco,338,0.00385,0
936,Camocim de São Félix,2603504,Pernambuco,39,0.00044,0
937,Camutanga,2603603,Pernambuco,21,0.00024,0
938,Canhotinho,2603702,Pernambuco,3327,0.03789,0
939,Carnaíba,2603900,Pernambuco,18,0.00021,0
940,Carnaubeira da Penha,2603926,Pernambuco,6,7e-05,0
941,Carpina,2604007,Pernambuco,8005,0.09117,0
942,Caruaru,2604106,Pernambuco,48863,0.55652,1
